date,headline,news,pdf-pill-label (2),text-nowrap,endless_more href,endless_more,minorchange (6),minorchange (7),minorchange (8),loginModal href,cblack href,cblack,pp-restricted-content href,pp-restricted-content,hidden-premium-post,hidden-premium-post href,hidden-premium-post (2),hidden-premium-post (3),pp-readmore-btn src,hideForSubscriber,minorchange (9),minorchange (10),card-block (3),card-block href,card-block (4),card-block href (2),card-block href (3),card-block (5),card-block (6),card-block href (4),card-block (7),card-block (8),card-block (9),card-block (10),card-block (11),card-block (12),card-title,card-block (50),card-block (51),gr href
29 Aug 2024,Deal with Disney marks new era in entertainment industry: Mukesh Ambani,"A day after anti-trust regulator CCI greenlit the mega merger of media assets of RIL and Walt Disney, Reliance Chairman Mukesh Ambani on Thursday said the deal marks the beginning of a new era in India's entertainment industry. Welcoming Disney to the Reliance family, Ambani said just like Jio and the Retail business, the expanded media business will be an invaluable growth centre in the Reliance ecosystem. ""Let us now talk about our partnership with Disney. This marks the beginning of a new era in India's entertainment industry. We are combining content creation with digital streaming,"" he said at the RIL AGM. On Wednesday, Competition Commission of India approved the merger of media assets of Reliance Industries and The Walt Disney Co to create the country's largest media empire worth over Rs 70,000 crore. Reliance, through holding firm Network 18, owns TV18 news channels as well as a plethora of entertainment (under the 'Colors' brand) and sports channels. ""We will provide...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Presentation On Key Highlights From Forty-Seventh Annual General Meeting (Post-IPO) …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Chairman''s Statement Delivered At The Forty-Seventh Annual General Meeting (Post-IPO) …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Aug 2024,RIL AGM: Board to consider issuing 1:1 bonus shares on September 5,"The promoter did not share any details on any potential listing for the company's retail and telecom divisions, a key announcement that the street was hopeful for",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Aug 2024,Reliance Industries to consider 1:1 bonus: A look at RIL's bonus history,"After the bonus shares announcement, Reliance Industries share price surged up to 2.63 at Rs 3,074.80 a piece intraday on Thursday",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Board Meeting Intimation for Meeting Of The Board Of Directors …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Disclosure Under Regulation 30 Of The Securities And Exchange Board …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Aug 2024,"Paris Paralympics 2024: India schedule on August 29, live time, streaming",Jio Cinema will live stream the Paris Paralympics 2024 matches in India.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Aug 2024,"Stocks to Watch: RIL, IndiGo, PB Fintech, Tata Steel, Paytm, KEC Int'l",The CCI has approved the merger between Reliance Industries-promoted Viacom18 and Walt Disney-owned Star India. Investors will also be focusing on RIL's AGM 2024.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Aug 2024,,"Key positives include announcement of bonus issue, high-growth targets for consumer business, and comfort in working with deep-tech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Aug 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Aug 2024,"RELIANCE INDUSTRIES LTD. - 500325 - Update To Media Release Filed On February 28, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Aug 2024,RIL-Disney India merger worth $8.5 billion receives approval from CCI,"Combined entity now India's largest entertainment conglomerate, with a portfolio of 120 channels and two streaming services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Aug 2024,"Jio IPO, new-energy biz update: Here's what to expect from RIL's 47th AGM","RIL AGM 2024: Given RIL's historical performance and the significant developments in its various business segments, investors have high expectations from the 47th AGM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Aug 2024,"India's Top 10 Most-Valued Firms Loses Rs 17,000 Crore In Market Cap As RIL, HUL Drag","RIL lost Rs 16,373 crore, taking its market capitalisation to Rs 20.30 lakh crore and HUL approximately lost Rs 12,723 crore in market cap to Rs 6.5 lakh crore.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Aug 2024,Reliance Industries Shares Have Declined On Most AGM Days In Last 10 Years,"Mukesh Ambani led-RIL will conduct its 47th AGM on Aug. 29 at 2:00 p.m. IST, according to the company's statement.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Aug 2024,The Street Is Going Into RIL's AGM With Very Little Expectation,Here is a look at what could be expected from the AGM.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Aug 2024,Reliance Industries RIL Share Price Today Live Updates: Reliance Industries stock inches up ahead of annual general meeting,"Reliance Industries Stocks, Reliance Share Price Today, RIL Shares Live Updates for August 26, 2024: Reliance Industries shares were up close to 1% in early trade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Aug 2024,"Debate over satellite spectrum allocation: Jio, OneWeb up the ante",Sunil Mittal's OneWeb had earlier insisted that spectrum allocation for satellite operators be done administratively as outlined in the Act - setting up a direct confrontation with Jio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Disclosure Under Regulation 30 Of The Securities And Exchange Board …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Aug 2024,"RIL, Aditya Birla Group race to capture India's growing consumption market","Both companies' new businesses have emphasis on segments within the consumer space, with Aditya Birla Group recently announcing its entry into the jewellery retail space",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Aug 2024,Reliance Jio introduces JioTV+ app with access to 800 Digital TV channels,"Interestingly, users can choose to watch content from over 13 popular OTT apps with a single login, according to a release",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Update On Institutional Investors' Meeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Aug 2024,RIL eyes JioCinema as sole OTT platform post Star-Viacom18 merger deal,"In February this year, RIL and Disney agreed to merge Star and Viacom18, forming an $8.5 billion media giant with over 100 channels and two streaming platforms",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Aug 2024,"Disney, RIL may shut some Hindi, regional channels for CCI merger approval","To gain approval, the companies are considering closing some secondary Hindi general entertainment channels while keeping their primary GECs, Star Plus and Colors operational within the merged entity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Aug 2024,"Mukesh Ambani may spell out roadmap for retail, RJio listing timelines at AGM","At the upcoming AGM on August 29, Ambani might reveal listing plans along with key updates on financial and telecom ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14 Aug 2024, 10:27AM","RIL FY24 Annual Report - Earnings Growth Slows, RE Investments The Key Focus Over FY25-27E: ICICI Securities","The brokerage has tweaked its earnings estimates of the company marginally to factor in higher depreciation, lower other income and higher tax.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13 Aug 2024, 08:00PM",RELIANCE INDUSTRIES LTD. - 500325 - Update On Institutional Investors' Meeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13 Aug 2024, 04:57PM",RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13 Aug 2024, 11:43AM","Reliance Retail gets Rs 14,839 cr debt from parent for strategic growth","Reliance Retail Ventures, a subsidiary of Reliance Industries, raised Rs 17,814 crore in equity in FY24 from investors and its parent company",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13 Aug 2024, 10:58AM",Shooters had scope for more but can be proud of Olympic campaign: Bindra,"Olympic gold medallist Abhinav Bindra believes there was a scope of ""more conversions"" for Indian shooters at the Paris Games but overall it was a campaign which they should be proud of. India clinched six medals overall with three in shooting as Manu Bhaker became the first ever athlete from the country post Independence to earn two podium finishes in a single edition of Olympics. Alongside winning a bronze medal in women's 10m air pistol, Manu grabbed another bronze in mixed 10m air pistol shooting with Sarabjot Singh as her teammate. India got another bronze when Swapnil Kusale finished third in the final of the 50m rifle 3 positions event in Paris. ""There have been misses, but everyone has fought well,"" Bindra told Jio Cinema. ""Outcomes are important, but more than that, it's about seeing how you've improved as a nation in terms of performance. If you look at those elements, we've performed better than before. We'd like to see more conversions to medals, but we have a lot to b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Aug 2024,"India's Top 10 Most Valued Firms Gain Rs 1 lakh Crore In Market Cap Led By RIL, TCS","Reliance Industries gained Rs 32,376 crore taking its market capitalisation to Rs 19.93 lakh crore, while TCS gained Rs 17,362 crore in market cap to Rs 15.44 lakh crore.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Aug 2024,RIL to use naphtha supplies as partial payment for Venezuela crude: Reports,"Reliance, which operates the world's biggest refining complex, plans to supply naphtha, a refined product, from the US to partly pay for its Venezuelan oil purchases",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Aug 2024,"JFSL to shape prosperous, inclusive financial future for India: Ambani","Jio Financial Services Ltd (JSFL) will lead the way in shaping a prosperous and inclusive financial future for India by focussing on technology and developing tailor made products, RIL Chairman and Managing Director Mukesh Ambani said. JFSL is a subsidiary of Reliance Industries Ltd (RIL). It is engaged in the business of investing and financing, insurance broking, payment bank and payment aggregator and payment gateway services. In a message to shareholders, Ambani said the company's focus remains firmly on innovation, growth, and fostering financial literacy across the nation. ""We are expanding our portfolio of services, elevating user experience, and harnessing the power of cutting-edge technology to simplify and personalise financial management for our valued customers,"" he said in the inaugural Annual Report of JFSL released on Thursday. The mission is to revolutionise the way financial services are delivered and experienced in India and the company has laid a strong foundatio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Newspaper Clippings - 'Forty-Seventh Annual General Meeting (Post Lpo) And …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Aug 2024,,Retail market share at ~3.5% and targeting growth rate double that of market; Digital Services positioned to lead in FWAs and 5G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Aug 2024,Reliance Chairman Mukesh Ambani draws nil salary for 4th yr in a row,"Asia's richest man Mukesh Ambani drew nil salary from his oil-to-telecom-and-retail conglomerate Reliance Industries for the fourth straight year in a row while his children earned a sitting fee and a commission for being on the board of India's most valuable company. Ambani, 67, had capped his annual remuneration at Rs 15 crore from financial year 2008-09 (April 2008 to March 2009) to 2019-20 (FY20); and since FY21, he opted to forego his salary, due to COVID-19 pandemic, until the company and all its businesses were fully back to their earnings potential. In 2023-24, he got 'nil' as salary, allowances, and perquisites as well as retiral benefits, according to the latest annual report of the company. Ambani, who has been on the board of Reliance since 1977 and was elevated as chairman of the company after the death of his father and group patriarch Dhiburhai Ambani in July 2002, was just last year re-appointed as the head of Reliance for another five-year term till April 2029 - a .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Aug 2024,"Jio Studios garners Rs 700 cr from box office, action-packed year ahead","Jio Studios, the media and content arm of Billionaire Mukesh Ambani-led Reliance Industries, has garnered Rs 700 crore at the box office, according to the latest annual report of the oil-to-chemicals company. The company has an ""action-packed year"" with 11 theatre releases, 35 direct-to-digital releases and 8 original web series across languages and genres produced by the company, which is ""the largest by any film studio"" in 2023-24. These were released across theatres, OTT and broadcast platforms including Jio Cinema, Netflix, Amazon Prime Video, Disney+ Hotstar, Colors and Star Network, it added. ""With eight consecutive hits, Jio Studios' films garnered a whopping Rs 700 crore at the box office with every second film in Q4 FY2024 being a Jio Studios film,"" it said. Besides, Jio Studios also has an ""extensive pipeline of theatrical spectacles"", the report added. ""Jio Studios has strategically expanded its presence beyond the Hindi market, making significant inroads in regional .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Aug 2024,Mukesh Ambani draws zero salary for fourth consecutive year: Reliance Industries annual report,"The RIL annual report stated that in the last three years, Mukesh Ambani chose not to receive any allowances, perquisites, retiral benefits, commission, or stock options from Reliance in his capacity as the chairman and managing director.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Aug 2024,"RIL ready for next level of growth, says Mukesh Ambani",The strategic objective in the next phase of growth is to scale up the new energy and new materials business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Aug 2024,RIL plans to drill four wells in KG-D6 to enhance gas production,RIL expects the exercise to result in incremental recovery of around 240 BCF natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Business Responsibility and Sustainability Reporting (BRSR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Notice Of The Forty-Seventh Annual General Meeting (Post-IPO) And The …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Reg. 34 (1) Annual Report.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Newspaper Clippings - 'Annual General Meeting' Of The Members Of …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Aug 2024,RELIANCE INDUSTRIES LTD. - 500325 - Record Date For The Purpose Of Determining The Members Eligible …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Aug 2024,"RELIANCE INDUSTRIES LTD. - 500325 - Annual General Meeting On August 29, 2024 At 2:00 P.M. …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Aug 2024,"Hotstar, JioCinema beat parent companies' TV businesses in valuation race","On February 28, RIL and Disney finalised a deal to merge Star India and Viacom18, resulting in a new entity valued at Rs 70,352 crore, which includes a Rs 11,500 crore capital infusion from RIL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Aug 2024,"Olympics 2024: Axelsen picks, Lakshya among favourites for gold at LA 2028","Lakshya Sen was undone by nerves, defending champion Viktor Axelsen said after defeating him in the Olympic semifinals but also predicted that the Indian youngster would be among the favourites to win a gold medal four years from now in the Los Angeles Games. Axelsen defeated Sen 22-20 21-14, managing to rally in both the games against the talented Indian player who will now play for a bronze medal on Monday. ""Lakshya is an amazing player. He has shown in this Olympics that he is a very, very strong competitor and I am sure in four years from now, he will be one of the favourites to win the gold,"" Axelsen told 'Jio Cinema' after the win here on Sunday. ""An amazing talent and a great guy and I wish him all the best. He was playing so well in the big parts of both games, but I managed to relax and play the right game and win the match. But all credit to him as well,"" he added. Axelsen knows a thing or two about handling pressure and said his experience helped him to stave off the sti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Aug 2024,"Olympics 2024: India vs Great Britain hockey live timings (IST), streaming",India vs Great Britain hockey match will kick-start at 1:30 PM IST today. Jio Cinema will live stream IND vs GBR match in multiple languages. Check India vs Great Britain head-to-head stats here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
